context	ref	alt	mu	methylation_level	worst_csq	coverage	AM_CLASS	high_AM_SCORE	variant_count	singleton_count
CCG	C	T	1.2483e-07	2	missense_variant	19	ambiguous	0	47	10
CCG	C	T	1.2483e-07	2	missense_variant	19	benign	0	343	31
CCG	C	T	1.2483e-07	2	missense_variant	19	pathogenic	0	33	9
CCG	C	T	1.2483e-07	2	missense_variant	19	pathogenic	1	37	8
CCG	C	T	1.2483e-07	2	missense_variant	19	NA	NA	35	2
CCG	C	T	1.2483e-07	2	missense_variant	20	ambiguous	0	43	7
CCG	C	T	1.2483e-07	2	missense_variant	20	benign	0	400	44
CCG	C	T	1.2483e-07	2	missense_variant	20	pathogenic	0	31	8
CCG	C	T	1.2483e-07	2	missense_variant	20	pathogenic	1	49	13
CCG	C	T	1.2483e-07	2	missense_variant	20	NA	NA	31	2
CCG	C	T	1.2483e-07	2	missense_variant	21	ambiguous	0	62	9
CCG	C	T	1.2483e-07	2	missense_variant	21	benign	0	476	52
CCG	C	T	1.2483e-07	2	missense_variant	21	pathogenic	0	44	14
CCG	C	T	1.2483e-07	2	missense_variant	21	pathogenic	1	48	15
CCG	C	T	1.2483e-07	2	missense_variant	21	NA	NA	35	4
CCG	C	T	1.2483e-07	2	missense_variant	22	ambiguous	0	63	8
CCG	C	T	1.2483e-07	2	missense_variant	22	benign	0	559	72
CCG	C	T	1.2483e-07	2	missense_variant	22	pathogenic	0	43	12
CCG	C	T	1.2483e-07	2	missense_variant	22	pathogenic	1	64	26
CCG	C	T	1.2483e-07	2	missense_variant	22	NA	NA	35	5
CCG	C	T	1.2483e-07	2	missense_variant	23	ambiguous	0	84	19
CCG	C	T	1.2483e-07	2	missense_variant	23	benign	0	697	82
CCG	C	T	1.2483e-07	2	missense_variant	23	pathogenic	0	62	8
CCG	C	T	1.2483e-07	2	missense_variant	23	pathogenic	1	76	25
CCG	C	T	1.2483e-07	2	missense_variant	23	NA	NA	56	10
CCG	C	T	1.2483e-07	2	missense_variant	24	ambiguous	0	102	16
CCG	C	T	1.2483e-07	2	missense_variant	24	benign	0	668	68
CCG	C	T	1.2483e-07	2	missense_variant	24	pathogenic	0	57	13
CCG	C	T	1.2483e-07	2	missense_variant	24	pathogenic	1	91	32
CCG	C	T	1.2483e-07	2	missense_variant	24	NA	NA	57	9
CCG	C	T	1.2483e-07	2	missense_variant	25	ambiguous	0	101	17
CCG	C	T	1.2483e-07	2	missense_variant	25	benign	0	703	100
CCG	C	T	1.2483e-07	2	missense_variant	25	pathogenic	0	59	10
CCG	C	T	1.2483e-07	2	missense_variant	25	pathogenic	1	81	27
CCG	C	T	1.2483e-07	2	missense_variant	25	NA	NA	49	8
CCG	C	T	1.2483e-07	2	missense_variant	26	ambiguous	0	102	20
CCG	C	T	1.2483e-07	2	missense_variant	26	benign	0	816	99
CCG	C	T	1.2483e-07	2	missense_variant	26	pathogenic	0	66	9
CCG	C	T	1.2483e-07	2	missense_variant	26	pathogenic	1	101	28
CCG	C	T	1.2483e-07	2	missense_variant	26	NA	NA	65	9
CCG	C	T	1.2483e-07	2	missense_variant	27	ambiguous	0	111	20
CCG	C	T	1.2483e-07	2	missense_variant	27	benign	0	910	137
CCG	C	T	1.2483e-07	2	missense_variant	27	pathogenic	0	83	25
CCG	C	T	1.2483e-07	2	missense_variant	27	pathogenic	1	126	44
CCG	C	T	1.2483e-07	2	missense_variant	27	NA	NA	50	8
CCG	C	T	1.2483e-07	2	missense_variant	28	ambiguous	0	130	26
CCG	C	T	1.2483e-07	2	missense_variant	28	benign	0	866	108
CCG	C	T	1.2483e-07	2	missense_variant	28	pathogenic	0	94	18
CCG	C	T	1.2483e-07	2	missense_variant	28	pathogenic	1	105	36
CCG	C	T	1.2483e-07	2	missense_variant	28	NA	NA	66	6
CCG	C	T	1.2483e-07	2	missense_variant	29	ambiguous	0	125	25
CCG	C	T	1.2483e-07	2	missense_variant	29	benign	0	988	103
CCG	C	T	1.2483e-07	2	missense_variant	29	pathogenic	0	108	23
CCG	C	T	1.2483e-07	2	missense_variant	29	pathogenic	1	135	37
CCG	C	T	1.2483e-07	2	missense_variant	29	NA	NA	69	14
CCG	C	T	1.2483e-07	2	missense_variant	30	ambiguous	0	153	34
CCG	C	T	1.2483e-07	2	missense_variant	30	benign	0	1044	131
CCG	C	T	1.2483e-07	2	missense_variant	30	pathogenic	0	105	19
CCG	C	T	1.2483e-07	2	missense_variant	30	pathogenic	1	161	60
CCG	C	T	1.2483e-07	2	missense_variant	30	NA	NA	94	13
CCG	C	T	1.2483e-07	2	missense_variant	31	ambiguous	0	143	21
CCG	C	T	1.2483e-07	2	missense_variant	31	benign	0	1143	127
CCG	C	T	1.2483e-07	2	missense_variant	31	pathogenic	0	111	20
CCG	C	T	1.2483e-07	2	missense_variant	31	pathogenic	1	167	50
CCG	C	T	1.2483e-07	2	missense_variant	31	NA	NA	69	8
CCG	C	T	1.2483e-07	2	missense_variant	32	ambiguous	0	170	33
CCG	C	T	1.2483e-07	2	missense_variant	32	benign	0	1202	150
CCG	C	T	1.2483e-07	2	missense_variant	32	pathogenic	0	119	29
CCG	C	T	1.2483e-07	2	missense_variant	32	pathogenic	1	173	61
CCG	C	T	1.2483e-07	2	missense_variant	32	NA	NA	87	14
CCG	C	T	1.2483e-07	2	missense_variant	33	ambiguous	0	165	39
CCG	C	T	1.2483e-07	2	missense_variant	33	benign	0	1242	152
CCG	C	T	1.2483e-07	2	missense_variant	33	pathogenic	0	149	40
CCG	C	T	1.2483e-07	2	missense_variant	33	pathogenic	1	195	68
CCG	C	T	1.2483e-07	2	missense_variant	33	NA	NA	87	13
CCG	C	T	1.2483e-07	2	missense_variant	34	ambiguous	0	181	34
CCG	C	T	1.2483e-07	2	missense_variant	34	benign	0	1319	154
CCG	C	T	1.2483e-07	2	missense_variant	34	pathogenic	0	120	35
CCG	C	T	1.2483e-07	2	missense_variant	34	pathogenic	1	176	65
CCG	C	T	1.2483e-07	2	missense_variant	34	NA	NA	83	18
CCG	C	T	1.2483e-07	2	missense_variant	35	ambiguous	0	213	47
CCG	C	T	1.2483e-07	2	missense_variant	35	benign	0	1362	160
CCG	C	T	1.2483e-07	2	missense_variant	35	pathogenic	0	156	31
CCG	C	T	1.2483e-07	2	missense_variant	35	pathogenic	1	217	85
CCG	C	T	1.2483e-07	2	missense_variant	35	NA	NA	90	20
CCG	C	T	1.2483e-07	2	missense_variant	36	ambiguous	0	236	43
CCG	C	T	1.2483e-07	2	missense_variant	36	benign	0	1336	185
CCG	C	T	1.2483e-07	2	missense_variant	36	pathogenic	0	168	36
CCG	C	T	1.2483e-07	2	missense_variant	36	pathogenic	1	201	77
CCG	C	T	1.2483e-07	2	missense_variant	36	NA	NA	81	14
CCG	C	T	1.2483e-07	2	missense_variant	37	ambiguous	0	205	44
CCG	C	T	1.2483e-07	2	missense_variant	37	benign	0	1365	175
CCG	C	T	1.2483e-07	2	missense_variant	37	pathogenic	0	164	28
CCG	C	T	1.2483e-07	2	missense_variant	37	pathogenic	1	251	96
CCG	C	T	1.2483e-07	2	missense_variant	37	NA	NA	87	9
CCG	C	T	1.2483e-07	2	missense_variant	38	ambiguous	0	220	39
CCG	C	T	1.2483e-07	2	missense_variant	38	benign	0	1484	172
CCG	C	T	1.2483e-07	2	missense_variant	38	pathogenic	0	174	47
CCG	C	T	1.2483e-07	2	missense_variant	38	pathogenic	1	264	94
CCG	C	T	1.2483e-07	2	missense_variant	38	NA	NA	92	12
CCG	C	T	1.2483e-07	2	missense_variant	39	ambiguous	0	240	51
CCG	C	T	1.2483e-07	2	missense_variant	39	benign	0	1489	183
CCG	C	T	1.2483e-07	2	missense_variant	39	pathogenic	0	151	33
CCG	C	T	1.2483e-07	2	missense_variant	39	pathogenic	1	234	80
CCG	C	T	1.2483e-07	2	missense_variant	39	NA	NA	97	22
CCG	C	T	1.2483e-07	2	missense_variant	40	ambiguous	0	232	40
CCG	C	T	1.2483e-07	2	missense_variant	40	benign	0	1552	194
CCG	C	T	1.2483e-07	2	missense_variant	40	pathogenic	0	199	45
CCG	C	T	1.2483e-07	2	missense_variant	40	pathogenic	1	296	99
CCG	C	T	1.2483e-07	2	missense_variant	40	NA	NA	113	18
CCG	C	T	1.2483e-07	2	missense_variant	41	ambiguous	0	233	46
CCG	C	T	1.2483e-07	2	missense_variant	41	benign	0	1538	198
CCG	C	T	1.2483e-07	2	missense_variant	41	pathogenic	0	189	43
CCG	C	T	1.2483e-07	2	missense_variant	41	pathogenic	1	287	102
CCG	C	T	1.2483e-07	2	missense_variant	41	NA	NA	111	15
CCG	C	T	1.2483e-07	2	missense_variant	42	ambiguous	0	231	48
CCG	C	T	1.2483e-07	2	missense_variant	42	benign	0	1545	217
CCG	C	T	1.2483e-07	2	missense_variant	42	pathogenic	0	187	44
CCG	C	T	1.2483e-07	2	missense_variant	42	pathogenic	1	294	98
CCG	C	T	1.2483e-07	2	missense_variant	42	NA	NA	88	16
CCG	C	T	1.2483e-07	2	missense_variant	43	ambiguous	0	256	39
CCG	C	T	1.2483e-07	2	missense_variant	43	benign	0	1646	203
CCG	C	T	1.2483e-07	2	missense_variant	43	pathogenic	0	210	56
CCG	C	T	1.2483e-07	2	missense_variant	43	pathogenic	1	262	91
CCG	C	T	1.2483e-07	2	missense_variant	43	NA	NA	102	12
CCG	C	T	1.2483e-07	2	missense_variant	44	ambiguous	0	238	37
CCG	C	T	1.2483e-07	2	missense_variant	44	benign	0	1703	215
CCG	C	T	1.2483e-07	2	missense_variant	44	pathogenic	0	178	54
CCG	C	T	1.2483e-07	2	missense_variant	44	pathogenic	1	316	100
CCG	C	T	1.2483e-07	2	missense_variant	44	NA	NA	125	30
CCG	C	T	1.2483e-07	2	missense_variant	45	ambiguous	0	241	44
CCG	C	T	1.2483e-07	2	missense_variant	45	benign	0	1700	213
CCG	C	T	1.2483e-07	2	missense_variant	45	pathogenic	0	203	50
CCG	C	T	1.2483e-07	2	missense_variant	45	pathogenic	1	313	118
CCG	C	T	1.2483e-07	2	missense_variant	45	NA	NA	103	11
CCG	C	T	1.2483e-07	2	missense_variant	46	ambiguous	0	303	70
CCG	C	T	1.2483e-07	2	missense_variant	46	benign	0	1707	242
CCG	C	T	1.2483e-07	2	missense_variant	46	pathogenic	0	186	53
CCG	C	T	1.2483e-07	2	missense_variant	46	pathogenic	1	344	133
CCG	C	T	1.2483e-07	2	missense_variant	46	NA	NA	114	12
CCG	C	T	1.2483e-07	2	missense_variant	47	ambiguous	0	277	50
CCG	C	T	1.2483e-07	2	missense_variant	47	benign	0	1769	209
CCG	C	T	1.2483e-07	2	missense_variant	47	pathogenic	0	205	49
CCG	C	T	1.2483e-07	2	missense_variant	47	pathogenic	1	357	151
CCG	C	T	1.2483e-07	2	missense_variant	47	NA	NA	90	6
CCG	C	T	1.2483e-07	2	missense_variant	48	ambiguous	0	243	41
CCG	C	T	1.2483e-07	2	missense_variant	48	benign	0	1740	216
CCG	C	T	1.2483e-07	2	missense_variant	48	pathogenic	0	217	57
CCG	C	T	1.2483e-07	2	missense_variant	48	pathogenic	1	338	125
CCG	C	T	1.2483e-07	2	missense_variant	48	NA	NA	90	14
CCG	C	T	1.2483e-07	2	missense_variant	49	ambiguous	0	243	34
CCG	C	T	1.2483e-07	2	missense_variant	49	benign	0	1767	235
CCG	C	T	1.2483e-07	2	missense_variant	49	pathogenic	0	231	64
CCG	C	T	1.2483e-07	2	missense_variant	49	pathogenic	1	324	112
CCG	C	T	1.2483e-07	2	missense_variant	49	NA	NA	92	17
CCG	C	T	1.2483e-07	2	missense_variant	50	ambiguous	0	285	63
CCG	C	T	1.2483e-07	2	missense_variant	50	benign	0	1779	201
CCG	C	T	1.2483e-07	2	missense_variant	50	pathogenic	0	221	50
CCG	C	T	1.2483e-07	2	missense_variant	50	pathogenic	1	334	117
CCG	C	T	1.2483e-07	2	missense_variant	50	NA	NA	93	8
CCG	C	T	1.2483e-07	2	missense_variant	51	ambiguous	0	265	60
CCG	C	T	1.2483e-07	2	missense_variant	51	benign	0	1767	194
CCG	C	T	1.2483e-07	2	missense_variant	51	pathogenic	0	228	55
CCG	C	T	1.2483e-07	2	missense_variant	51	pathogenic	1	313	116
CCG	C	T	1.2483e-07	2	missense_variant	51	NA	NA	119	15
CCG	C	T	1.2483e-07	2	missense_variant	52	ambiguous	0	274	58
CCG	C	T	1.2483e-07	2	missense_variant	52	benign	0	1748	231
CCG	C	T	1.2483e-07	2	missense_variant	52	pathogenic	0	246	67
CCG	C	T	1.2483e-07	2	missense_variant	52	pathogenic	1	307	111
CCG	C	T	1.2483e-07	2	missense_variant	52	NA	NA	103	20
CCG	C	T	1.2483e-07	2	missense_variant	53	ambiguous	0	253	47
CCG	C	T	1.2483e-07	2	missense_variant	53	benign	0	1842	237
CCG	C	T	1.2483e-07	2	missense_variant	53	pathogenic	0	223	50
CCG	C	T	1.2483e-07	2	missense_variant	53	pathogenic	1	328	115
CCG	C	T	1.2483e-07	2	missense_variant	53	NA	NA	117	19
CCG	C	T	1.2483e-07	2	missense_variant	54	ambiguous	0	277	50
CCG	C	T	1.2483e-07	2	missense_variant	54	benign	0	1836	212
CCG	C	T	1.2483e-07	2	missense_variant	54	pathogenic	0	206	41
CCG	C	T	1.2483e-07	2	missense_variant	54	pathogenic	1	352	127
CCG	C	T	1.2483e-07	2	missense_variant	54	NA	NA	108	16
CCG	C	T	1.2483e-07	2	missense_variant	55	ambiguous	0	273	58
CCG	C	T	1.2483e-07	2	missense_variant	55	benign	0	1808	208
CCG	C	T	1.2483e-07	2	missense_variant	55	pathogenic	0	238	54
CCG	C	T	1.2483e-07	2	missense_variant	55	pathogenic	1	340	129
CCG	C	T	1.2483e-07	2	missense_variant	55	NA	NA	94	15
CCG	C	T	1.2483e-07	2	missense_variant	56	ambiguous	0	294	61
CCG	C	T	1.2483e-07	2	missense_variant	56	benign	0	1833	252
CCG	C	T	1.2483e-07	2	missense_variant	56	pathogenic	0	238	53
CCG	C	T	1.2483e-07	2	missense_variant	56	pathogenic	1	348	137
CCG	C	T	1.2483e-07	2	missense_variant	56	NA	NA	96	12
CCG	C	T	1.2483e-07	2	missense_variant	57	ambiguous	0	310	55
CCG	C	T	1.2483e-07	2	missense_variant	57	benign	0	1816	229
CCG	C	T	1.2483e-07	2	missense_variant	57	pathogenic	0	211	54
CCG	C	T	1.2483e-07	2	missense_variant	57	pathogenic	1	318	106
CCG	C	T	1.2483e-07	2	missense_variant	57	NA	NA	110	13
CCG	C	T	1.2483e-07	2	missense_variant	58	ambiguous	0	272	56
CCG	C	T	1.2483e-07	2	missense_variant	58	benign	0	1724	247
CCG	C	T	1.2483e-07	2	missense_variant	58	pathogenic	0	222	53
CCG	C	T	1.2483e-07	2	missense_variant	58	pathogenic	1	333	133
CCG	C	T	1.2483e-07	2	missense_variant	58	NA	NA	111	19
CCG	C	T	1.2483e-07	2	missense_variant	59	ambiguous	0	284	59
CCG	C	T	1.2483e-07	2	missense_variant	59	benign	0	1778	210
CCG	C	T	1.2483e-07	2	missense_variant	59	pathogenic	0	206	52
CCG	C	T	1.2483e-07	2	missense_variant	59	pathogenic	1	367	135
CCG	C	T	1.2483e-07	2	missense_variant	59	NA	NA	109	12
CCG	C	T	1.2483e-07	2	missense_variant	60	ambiguous	0	303	49
CCG	C	T	1.2483e-07	2	missense_variant	60	benign	0	1866	231
CCG	C	T	1.2483e-07	2	missense_variant	60	pathogenic	0	228	53
CCG	C	T	1.2483e-07	2	missense_variant	60	pathogenic	1	360	105
CCG	C	T	1.2483e-07	2	missense_variant	60	NA	NA	122	21
CCG	C	T	1.2483e-07	2	missense_variant	61	ambiguous	0	253	52
CCG	C	T	1.2483e-07	2	missense_variant	61	benign	0	1711	243
CCG	C	T	1.2483e-07	2	missense_variant	61	pathogenic	0	232	61
CCG	C	T	1.2483e-07	2	missense_variant	61	pathogenic	1	336	111
CCG	C	T	1.2483e-07	2	missense_variant	61	NA	NA	129	18
CCG	C	T	1.2483e-07	2	missense_variant	62	ambiguous	0	260	51
CCG	C	T	1.2483e-07	2	missense_variant	62	benign	0	1713	207
CCG	C	T	1.2483e-07	2	missense_variant	62	pathogenic	0	231	53
CCG	C	T	1.2483e-07	2	missense_variant	62	pathogenic	1	351	110
CCG	C	T	1.2483e-07	2	missense_variant	62	NA	NA	102	21
CCG	C	T	1.2483e-07	2	missense_variant	63	ambiguous	0	240	54
CCG	C	T	1.2483e-07	2	missense_variant	63	benign	0	1748	209
CCG	C	T	1.2483e-07	2	missense_variant	63	pathogenic	0	210	53
CCG	C	T	1.2483e-07	2	missense_variant	63	pathogenic	1	336	125
CCG	C	T	1.2483e-07	2	missense_variant	63	NA	NA	108	17
CCG	C	T	1.2483e-07	2	missense_variant	64	ambiguous	0	262	38
CCG	C	T	1.2483e-07	2	missense_variant	64	benign	0	1774	219
CCG	C	T	1.2483e-07	2	missense_variant	64	pathogenic	0	211	45
CCG	C	T	1.2483e-07	2	missense_variant	64	pathogenic	1	339	147
CCG	C	T	1.2483e-07	2	missense_variant	64	NA	NA	101	14
CCG	C	T	1.2483e-07	2	missense_variant	65	ambiguous	0	276	55
CCG	C	T	1.2483e-07	2	missense_variant	65	benign	0	1685	233
CCG	C	T	1.2483e-07	2	missense_variant	65	pathogenic	0	188	53
CCG	C	T	1.2483e-07	2	missense_variant	65	pathogenic	1	315	120
CCG	C	T	1.2483e-07	2	missense_variant	65	NA	NA	119	16
CCG	C	T	1.2483e-07	2	missense_variant	66	ambiguous	0	251	44
CCG	C	T	1.2483e-07	2	missense_variant	66	benign	0	1705	206
CCG	C	T	1.2483e-07	2	missense_variant	66	pathogenic	0	222	53
CCG	C	T	1.2483e-07	2	missense_variant	66	pathogenic	1	294	99
CCG	C	T	1.2483e-07	2	missense_variant	66	NA	NA	73	11
CCG	C	T	1.2483e-07	2	missense_variant	67	ambiguous	0	263	48
CCG	C	T	1.2483e-07	2	missense_variant	67	benign	0	1624	193
CCG	C	T	1.2483e-07	2	missense_variant	67	pathogenic	0	197	43
CCG	C	T	1.2483e-07	2	missense_variant	67	pathogenic	1	359	151
CCG	C	T	1.2483e-07	2	missense_variant	67	NA	NA	103	16
CCG	C	T	1.2483e-07	2	missense_variant	68	ambiguous	0	241	51
CCG	C	T	1.2483e-07	2	missense_variant	68	benign	0	1736	212
CCG	C	T	1.2483e-07	2	missense_variant	68	pathogenic	0	193	49
CCG	C	T	1.2483e-07	2	missense_variant	68	pathogenic	1	319	118
CCG	C	T	1.2483e-07	2	missense_variant	68	NA	NA	95	16
CCG	C	T	1.2483e-07	2	missense_variant	69	ambiguous	0	238	51
CCG	C	T	1.2483e-07	2	missense_variant	69	benign	0	1658	193
CCG	C	T	1.2483e-07	2	missense_variant	69	pathogenic	0	202	41
CCG	C	T	1.2483e-07	2	missense_variant	69	pathogenic	1	368	139
CCG	C	T	1.2483e-07	2	missense_variant	69	NA	NA	98	8
CCG	C	T	1.2483e-07	2	missense_variant	70	ambiguous	0	238	49
CCG	C	T	1.2483e-07	2	missense_variant	70	benign	0	1600	200
CCG	C	T	1.2483e-07	2	missense_variant	70	pathogenic	0	185	48
CCG	C	T	1.2483e-07	2	missense_variant	70	pathogenic	1	343	114
CCG	C	T	1.2483e-07	2	missense_variant	70	NA	NA	85	10
CCG	C	T	1.2483e-07	2	missense_variant	71	ambiguous	0	252	65
CCG	C	T	1.2483e-07	2	missense_variant	71	benign	0	1650	211
CCG	C	T	1.2483e-07	2	missense_variant	71	pathogenic	0	178	42
CCG	C	T	1.2483e-07	2	missense_variant	71	pathogenic	1	311	115
CCG	C	T	1.2483e-07	2	missense_variant	71	NA	NA	85	9
CCG	C	T	1.2483e-07	2	missense_variant	72	ambiguous	0	277	63
CCG	C	T	1.2483e-07	2	missense_variant	72	benign	0	1629	223
CCG	C	T	1.2483e-07	2	missense_variant	72	pathogenic	0	225	57
CCG	C	T	1.2483e-07	2	missense_variant	72	pathogenic	1	288	102
CCG	C	T	1.2483e-07	2	missense_variant	72	NA	NA	73	9
CCG	C	T	1.2483e-07	2	missense_variant	73	ambiguous	0	233	53
CCG	C	T	1.2483e-07	2	missense_variant	73	benign	0	1584	193
CCG	C	T	1.2483e-07	2	missense_variant	73	pathogenic	0	202	45
CCG	C	T	1.2483e-07	2	missense_variant	73	pathogenic	1	308	115
CCG	C	T	1.2483e-07	2	missense_variant	73	NA	NA	74	11
CCG	C	T	1.2483e-07	2	missense_variant	74	ambiguous	0	246	40
CCG	C	T	1.2483e-07	2	missense_variant	74	benign	0	1634	232
CCG	C	T	1.2483e-07	2	missense_variant	74	pathogenic	0	214	45
CCG	C	T	1.2483e-07	2	missense_variant	74	pathogenic	1	289	107
CCG	C	T	1.2483e-07	2	missense_variant	74	NA	NA	82	15
CCG	C	T	1.2483e-07	2	missense_variant	75	ambiguous	0	266	49
CCG	C	T	1.2483e-07	2	missense_variant	75	benign	0	1543	214
CCG	C	T	1.2483e-07	2	missense_variant	75	pathogenic	0	191	41
CCG	C	T	1.2483e-07	2	missense_variant	75	pathogenic	1	301	101
CCG	C	T	1.2483e-07	2	missense_variant	75	NA	NA	70	9
CCG	C	T	1.2483e-07	2	missense_variant	76	ambiguous	0	225	46
CCG	C	T	1.2483e-07	2	missense_variant	76	benign	0	1509	205
CCG	C	T	1.2483e-07	2	missense_variant	76	pathogenic	0	190	42
CCG	C	T	1.2483e-07	2	missense_variant	76	pathogenic	1	263	80
CCG	C	T	1.2483e-07	2	missense_variant	76	NA	NA	71	11
CCG	C	T	1.2483e-07	2	missense_variant	77	ambiguous	0	200	45
CCG	C	T	1.2483e-07	2	missense_variant	77	benign	0	1481	184
CCG	C	T	1.2483e-07	2	missense_variant	77	pathogenic	0	197	42
CCG	C	T	1.2483e-07	2	missense_variant	77	pathogenic	1	296	114
CCG	C	T	1.2483e-07	2	missense_variant	77	NA	NA	83	15
CCG	C	T	1.2483e-07	2	missense_variant	78	ambiguous	0	229	54
CCG	C	T	1.2483e-07	2	missense_variant	78	benign	0	1451	165
CCG	C	T	1.2483e-07	2	missense_variant	78	pathogenic	0	176	37
CCG	C	T	1.2483e-07	2	missense_variant	78	pathogenic	1	256	86
CCG	C	T	1.2483e-07	2	missense_variant	78	NA	NA	75	12
CCG	C	T	1.2483e-07	2	missense_variant	79	ambiguous	0	250	47
CCG	C	T	1.2483e-07	2	missense_variant	79	benign	0	1438	180
CCG	C	T	1.2483e-07	2	missense_variant	79	pathogenic	0	168	40
CCG	C	T	1.2483e-07	2	missense_variant	79	pathogenic	1	245	102
CCG	C	T	1.2483e-07	2	missense_variant	79	NA	NA	70	12
CCG	C	T	1.2483e-07	2	missense_variant	80	ambiguous	0	211	40
CCG	C	T	1.2483e-07	2	missense_variant	80	benign	0	1412	167
CCG	C	T	1.2483e-07	2	missense_variant	80	pathogenic	0	164	39
CCG	C	T	1.2483e-07	2	missense_variant	80	pathogenic	1	286	98
CCG	C	T	1.2483e-07	2	missense_variant	80	NA	NA	76	16
CCG	C	T	1.2483e-07	2	missense_variant	81	ambiguous	0	224	49
CCG	C	T	1.2483e-07	2	missense_variant	81	benign	0	1417	179
CCG	C	T	1.2483e-07	2	missense_variant	81	pathogenic	0	178	43
CCG	C	T	1.2483e-07	2	missense_variant	81	pathogenic	1	228	80
CCG	C	T	1.2483e-07	2	missense_variant	81	NA	NA	92	19
CCG	C	T	1.2483e-07	2	missense_variant	82	ambiguous	0	208	47
CCG	C	T	1.2483e-07	2	missense_variant	82	benign	0	1365	179
CCG	C	T	1.2483e-07	2	missense_variant	82	pathogenic	0	184	39
CCG	C	T	1.2483e-07	2	missense_variant	82	pathogenic	1	250	96
CCG	C	T	1.2483e-07	2	missense_variant	82	NA	NA	82	12
CCG	C	T	1.2483e-07	2	missense_variant	83	ambiguous	0	217	40
CCG	C	T	1.2483e-07	2	missense_variant	83	benign	0	1393	172
CCG	C	T	1.2483e-07	2	missense_variant	83	pathogenic	0	158	43
CCG	C	T	1.2483e-07	2	missense_variant	83	pathogenic	1	242	95
CCG	C	T	1.2483e-07	2	missense_variant	83	NA	NA	73	12
CCG	C	T	1.2483e-07	2	missense_variant	84	ambiguous	0	198	33
CCG	C	T	1.2483e-07	2	missense_variant	84	benign	0	1282	170
CCG	C	T	1.2483e-07	2	missense_variant	84	pathogenic	0	164	41
CCG	C	T	1.2483e-07	2	missense_variant	84	pathogenic	1	249	103
CCG	C	T	1.2483e-07	2	missense_variant	84	NA	NA	74	13
CCG	C	T	1.2483e-07	2	missense_variant	85	ambiguous	0	182	43
CCG	C	T	1.2483e-07	2	missense_variant	85	benign	0	1296	164
CCG	C	T	1.2483e-07	2	missense_variant	85	pathogenic	0	178	39
CCG	C	T	1.2483e-07	2	missense_variant	85	pathogenic	1	211	75
CCG	C	T	1.2483e-07	2	missense_variant	85	NA	NA	61	5
CCG	C	T	1.2483e-07	2	missense_variant	86	ambiguous	0	199	38
CCG	C	T	1.2483e-07	2	missense_variant	86	benign	0	1255	164
CCG	C	T	1.2483e-07	2	missense_variant	86	pathogenic	0	169	51
CCG	C	T	1.2483e-07	2	missense_variant	86	pathogenic	1	239	81
CCG	C	T	1.2483e-07	2	missense_variant	86	NA	NA	77	18
CCG	C	T	1.2483e-07	2	missense_variant	87	ambiguous	0	192	40
CCG	C	T	1.2483e-07	2	missense_variant	87	benign	0	1203	146
CCG	C	T	1.2483e-07	2	missense_variant	87	pathogenic	0	155	34
CCG	C	T	1.2483e-07	2	missense_variant	87	pathogenic	1	249	74
CCG	C	T	1.2483e-07	2	missense_variant	87	NA	NA	47	5
CCG	C	T	1.2483e-07	2	missense_variant	88	ambiguous	0	202	41
CCG	C	T	1.2483e-07	2	missense_variant	88	benign	0	1212	129
CCG	C	T	1.2483e-07	2	missense_variant	88	pathogenic	0	166	47
CCG	C	T	1.2483e-07	2	missense_variant	88	pathogenic	1	270	92
CCG	C	T	1.2483e-07	2	missense_variant	88	NA	NA	79	12
CCG	C	T	1.2483e-07	2	missense_variant	89	ambiguous	0	171	31
CCG	C	T	1.2483e-07	2	missense_variant	89	benign	0	1242	152
CCG	C	T	1.2483e-07	2	missense_variant	89	pathogenic	0	144	39
CCG	C	T	1.2483e-07	2	missense_variant	89	pathogenic	1	210	82
CCG	C	T	1.2483e-07	2	missense_variant	89	NA	NA	68	16
CCG	C	T	1.2483e-07	2	missense_variant	90	ambiguous	0	195	35
CCG	C	T	1.2483e-07	2	missense_variant	90	benign	0	1153	160
CCG	C	T	1.2483e-07	2	missense_variant	90	pathogenic	0	154	37
CCG	C	T	1.2483e-07	2	missense_variant	90	pathogenic	1	219	77
CCG	C	T	1.2483e-07	2	missense_variant	90	NA	NA	76	7
CCG	C	T	1.2483e-07	2	missense_variant	91	ambiguous	0	202	43
CCG	C	T	1.2483e-07	2	missense_variant	91	benign	0	1123	149
CCG	C	T	1.2483e-07	2	missense_variant	91	pathogenic	0	146	44
CCG	C	T	1.2483e-07	2	missense_variant	91	pathogenic	1	200	89
CCG	C	T	1.2483e-07	2	missense_variant	91	NA	NA	63	16
CCG	C	T	1.2483e-07	2	missense_variant	92	ambiguous	0	158	37
CCG	C	T	1.2483e-07	2	missense_variant	92	benign	0	1148	149
CCG	C	T	1.2483e-07	2	missense_variant	92	pathogenic	0	132	34
CCG	C	T	1.2483e-07	2	missense_variant	92	pathogenic	1	222	79
CCG	C	T	1.2483e-07	2	missense_variant	92	NA	NA	59	10
CCG	C	T	1.2483e-07	2	missense_variant	93	ambiguous	0	191	50
CCG	C	T	1.2483e-07	2	missense_variant	93	benign	0	1046	130
CCG	C	T	1.2483e-07	2	missense_variant	93	pathogenic	0	125	22
CCG	C	T	1.2483e-07	2	missense_variant	93	pathogenic	1	205	75
CCG	C	T	1.2483e-07	2	missense_variant	93	NA	NA	69	7
